policy_id,car_id,company,start_date,end_date,cost
336,1053,Т-Страхование,2026-04-10 20:48:57,2027-04-10 20:48:57,12467
337,724,АльфаСтрахование,2026-01-18 02:40:28,2027-01-18 02:40:28,9733
338,195,АльфаСтрахование,2025-11-18 01:48:38,2026-11-18 01:48:38,23344
339,956,Росгосстрах,2023-09-25 18:50:15,2024-09-24 18:50:15,11470
340,956,РЕСО-Гарантия,2024-09-24 18:50:15,2025-09-24 18:50:15,20767
341,956,АльфаСтрахование,2025-09-24 18:50:15,2026-09-24 18:50:15,10691
342,342,Росгосстрах,2025-07-25 09:44:08,2026-07-25 09:44:08,11042
343,375,Т-Страхование,2026-05-02 13:14:10,2027-05-02 13:14:10,14268
344,715,Росгосстрах,2025-08-27 16:51:19,2026-08-27 16:51:19,5335
345,404,Росгосстрах,2025-03-17 05:14:41,2026-03-17 05:14:41,5543
346,404,Росгосстрах,2026-03-17 05:14:41,2027-03-17 05:14:41,11015
347,224,Росгосстрах,2025-11-18 09:38:39,2026-11-18 09:38:39,9230
348,168,РЕСО-Гарантия,2025-06-10 01:06:56,2026-06-10 01:06:56,16577
349,1074,Ингосстрах,2024-09-25 22:47:09,2025-09-25 22:47:09,6778
350,1074,РЕСО-Гарантия,2025-09-25 22:47:09,2026-09-25 22:47:09,23267
351,760,ВСК,2024-11-21 06:12:39,2025-11-21 06:12:39,5998
352,760,РЕСО-Гарантия,2025-11-21 06:12:39,2026-11-21 06:12:39,11991
353,170,Росгосстрах,2025-11-23 23:08:09,2026-11-23 23:08:09,18679
354,257,Росгосстрах,2025-12-20 02:57:22,2026-12-20 02:57:22,6843
355,680,Ингосстрах,2024-10-03 15:25:46,2025-10-03 15:25:46,20483
356,680,Росгосстрах,2025-10-03 15:25:46,2026-10-03 15:25:46,11441
357,14,Т-Страхование,2025-11-25 00:55:35,2026-11-25 00:55:35,19989
358,729,ВСК,2024-06-12 11:24:07,2025-06-12 11:24:07,12998
359,729,Т-Страхование,2025-06-12 11:24:07,2026-06-12 11:24:07,15891
360,216,Ингосстрах,2025-09-14 23:19:59,2026-09-14 23:19:59,19966
361,382,Т-Страхование,2026-01-10 21:03:16,2027-01-10 21:03:16,7493
362,1058,Ингосстрах,2025-12-24 17:06:24,2026-12-24 17:06:24,21935
363,82,Росгосстрах,2025-06-30 17:01:57,2026-06-30 17:01:57,5910
364,397,ВСК,2025-06-08 14:55:04,2026-06-08 14:55:04,9798
365,862,Росгосстрах,2025-05-27 20:10:00,2026-05-27 20:10:00,19584
366,862,РЕСО-Гарантия,2026-05-27 20:10:00,2027-05-27 20:10:00,24183
367,722,Ингосстрах,2026-04-15 11:57:57,2027-04-15 11:57:57,16003
368,222,Ингосстрах,2026-04-12 06:16:49,2027-04-12 06:16:49,16993
369,1139,РЕСО-Гарантия,2023-07-19 20:21:31,2024-07-18 20:21:31,16058
370,1139,Росгосстрах,2024-07-18 20:21:31,2025-07-18 20:21:31,23529
371,1139,Росгосстрах,2025-07-18 20:21:31,2026-07-18 20:21:31,6021
372,920,Ингосстрах,2025-05-10 04:50:30,2026-05-10 04:50:30,18141
373,920,ВСК,2026-05-10 04:50:30,2027-05-10 04:50:30,22659
374,302,Росгосстрах,2024-12-25 12:08:23,2025-12-25 12:08:23,23290
375,302,ВСК,2025-12-25 12:08:23,2026-12-25 12:08:23,10923
376,1015,АльфаСтрахование,2026-03-30 23:11:52,2027-03-30 23:11:52,16450
377,985,Росгосстрах,2026-02-13 07:02:36,2027-02-13 07:02:36,17411
378,899,Росгосстрах,2025-11-03 14:42:21,2026-11-03 14:42:21,21522
379,1027,Ингосстрах,2025-12-25 05:23:39,2026-12-25 05:23:39,10718
380,278,Ингосстрах,2026-05-11 05:42:51,2027-05-11 05:42:51,6446
381,547,Росгосстрах,2024-04-26 12:56:47,2025-04-26 12:56:47,13645
382,547,Росгосстрах,2025-04-26 12:56:47,2026-04-26 12:56:47,5645
383,601,Т-Страхование,2023-09-24 23:17:56,2024-09-23 23:17:56,11216
384,601,Ингосстрах,2024-09-23 23:17:56,2025-09-23 23:17:56,10728
385,601,Росгосстрах,2025-09-23 23:17:56,2026-09-23 23:17:56,18752
386,112,Ингосстрах,2025-05-24 23:46:40,2026-05-24 23:46:40,11375
387,112,Т-Страхование,2026-05-24 23:46:40,2027-05-24 23:46:40,21106
388,731,Ингосстрах,2025-06-17 23:48:04,2026-06-17 23:48:04,14122
389,252,Росгосстрах,2026-03-21 04:11:58,2027-03-21 04:11:58,21507
390,275,РЕСО-Гарантия,2024-09-29 13:44:55,2025-09-29 13:44:55,23313
391,275,Т-Страхование,2025-09-29 13:44:55,2026-09-29 13:44:55,23448
392,59,Т-Страхование,2025-08-29 05:16:32,2026-08-29 05:16:32,6105
393,1187,РЕСО-Гарантия,2025-06-12 03:24:03,2026-06-12 03:24:03,17343
394,1103,РЕСО-Гарантия,2025-05-03 04:09:36,2026-05-03 04:09:36,14538
395,139,РЕСО-Гарантия,2024-04-24 00:39:49,2025-04-24 00:39:49,16236
396,139,Т-Страхование,2025-04-24 00:39:49,2026-04-24 00:39:49,14706
397,139,Ингосстрах,2026-04-24 00:39:49,2027-04-24 00:39:49,21446
398,282,Ингосстрах,2025-10-01 02:47:05,2026-10-01 02:47:05,24131
399,272,Т-Страхование,2026-02-24 20:59:25,2027-02-24 20:59:25,23115
400,1008,Ингосстрах,2026-01-06 06:07:48,2027-01-06 06:07:48,11147
401,549,Росгосстрах,2024-12-06 21:48:34,2025-12-06 21:48:34,5240
402,549,Ингосстрах,2025-12-06 21:48:34,2026-12-06 21:48:34,9698
403,572,АльфаСтрахование,2024-10-23 23:59:44,2025-10-23 23:59:44,10621
404,572,АльфаСтрахование,2025-10-23 23:59:44,2026-10-23 23:59:44,22843
405,619,Т-Страхование,2026-04-06 08:12:45,2027-04-06 08:12:45,12267
406,1114,ВСК,2025-04-28 08:36:07,2026-04-28 08:36:07,10319
407,414,РЕСО-Гарантия,2025-07-16 17:50:01,2026-07-16 17:50:01,21626
408,496,Т-Страхование,2025-07-29 22:20:56,2026-07-29 22:20:56,15482
409,1080,РЕСО-Гарантия,2025-08-06 10:31:22,2026-08-06 10:31:22,14454
410,1169,ВСК,2025-02-25 12:31:36,2026-02-25 12:31:36,24013
411,1169,Росгосстрах,2026-02-25 12:31:36,2027-02-25 12:31:36,5492
412,1149,ВСК,2024-09-11 13:56:37,2025-09-11 13:56:37,19706
413,1149,Росгосстрах,2025-09-11 13:56:37,2026-09-11 13:56:37,23187
414,1083,Т-Страхование,2026-04-17 07:10:51,2027-04-17 07:10:51,13898
415,31,РЕСО-Гарантия,2025-08-09 16:55:14,2026-08-09 16:55:14,8621
416,317,Росгосстрах,2025-08-07 09:23:59,2026-08-07 09:23:59,24619
417,42,ВСК,2025-11-15 09:38:31,2026-11-15 09:38:31,14239
418,607,Росгосстрах,2025-04-06 10:48:39,2026-04-06 10:48:39,9762
419,607,Ингосстрах,2026-04-06 10:48:39,2027-04-06 10:48:39,14397
420,609,Ингосстрах,2026-03-08 06:18:06,2027-03-08 06:18:06,9330
421,142,АльфаСтрахование,2025-07-04 17:40:51,2026-07-04 17:40:51,15943
422,492,АльфаСтрахование,2025-10-12 22:34:30,2026-10-12 22:34:30,22364
423,671,Ингосстрах,2025-12-22 18:36:21,2026-12-22 18:36:21,9152
424,1143,АльфаСтрахование,2026-05-14 19:18:18,2027-05-14 19:18:18,8877
425,591,АльфаСтрахование,2025-04-29 03:05:12,2026-04-29 03:05:12,10582
426,591,Ингосстрах,2026-04-29 03:05:12,2027-04-29 03:05:12,23787
427,268,РЕСО-Гарантия,2026-02-16 03:21:12,2027-02-16 03:21:12,14178
428,325,РЕСО-Гарантия,2025-05-29 15:37:24,2026-05-29 15:37:24,13948
429,256,АльфаСтрахование,2024-07-09 20:08:15,2025-07-09 20:08:15,9303
430,256,РЕСО-Гарантия,2025-07-09 20:08:15,2026-07-09 20:08:15,8445
431,96,Т-Страхование,2025-10-15 01:30:28,2026-10-15 01:30:28,14019
432,527,РЕСО-Гарантия,2025-07-13 21:07:20,2026-07-13 21:07:20,16932
433,863,РЕСО-Гарантия,2024-05-13 01:29:25,2025-05-13 01:29:25,22240
434,863,Ингосстрах,2025-05-13 01:29:25,2026-05-13 01:29:25,9133
435,474,Ингосстрах,2026-03-23 23:51:58,2027-03-23 23:51:58,18370
436,1152,ВСК,2025-08-06 00:07:56,2026-08-06 00:07:56,5912
437,239,АльфаСтрахование,2025-11-14 12:59:29,2026-11-14 12:59:29,7694
438,133,РЕСО-Гарантия,2025-02-02 03:53:46,2026-02-02 03:53:46,7331
439,133,ВСК,2026-02-02 03:53:46,2027-02-02 03:53:46,13864
440,721,ВСК,2025-09-26 00:33:26,2026-09-26 00:33:26,13191
441,448,ВСК,2025-06-26 09:15:28,2026-06-26 09:15:28,17965
442,1077,АльфаСтрахование,2024-07-30 12:38:32,2025-07-30 12:38:32,6139
443,1077,ВСК,2025-07-30 12:38:32,2026-07-30 12:38:32,22560
444,329,Росгосстрах,2025-12-25 16:17:05,2026-12-25 16:17:05,18667
445,1091,Т-Страхование,2026-05-13 06:07:34,2027-05-13 06:07:34,12163
446,732,Росгосстрах,2025-07-17 06:22:52,2026-07-17 06:22:52,21777
447,240,Т-Страхование,2025-08-11 23:19:14,2026-08-11 23:19:14,6222
448,600,АльфаСтрахование,2025-02-23 02:08:12,2026-02-23 02:08:12,23479
449,600,АльфаСтрахование,2026-02-23 02:08:12,2027-02-23 02:08:12,17848
450,809,АльфаСтрахование,2026-01-11 10:26:03,2027-01-11 10:26:03,20235
451,130,Росгосстрах,2024-08-08 04:42:32,2025-08-08 04:42:32,21751
452,130,АльфаСтрахование,2025-08-08 04:42:32,2026-08-08 04:42:32,19369
453,681,Ингосстрах,2025-09-12 20:16:38,2026-09-12 20:16:38,15144
454,110,АльфаСтрахование,2026-04-14 22:32:07,2027-04-14 22:32:07,6520
455,936,АльфаСтрахование,2024-07-25 14:12:29,2025-07-25 14:12:29,5610
456,936,Росгосстрах,2025-07-25 14:12:29,2026-07-25 14:12:29,6507
457,270,ВСК,2025-05-03 00:16:04,2026-05-03 00:16:04,19859
458,192,Росгосстрах,2024-03-04 08:38:12,2025-03-04 08:38:12,22862
459,192,Росгосстрах,2025-03-04 08:38:12,2026-03-04 08:38:12,5518
460,192,Ингосстрах,2026-03-04 08:38:12,2027-03-04 08:38:12,15941
461,615,ВСК,2025-11-13 15:04:25,2026-11-13 15:04:25,5346
462,531,ВСК,2026-03-09 14:22:18,2027-03-09 14:22:18,17860
463,536,РЕСО-Гарантия,2026-03-20 10:36:36,2027-03-20 10:36:36,23223
464,40,АльфаСтрахование,2025-03-30 14:53:22,2026-03-30 14:53:22,14427
465,40,Т-Страхование,2026-03-30 14:53:22,2027-03-30 14:53:22,23745
466,891,РЕСО-Гарантия,2025-01-28 07:36:39,2026-01-28 07:36:39,22331
467,891,Т-Страхование,2026-01-28 07:36:39,2027-01-28 07:36:39,22180
468,971,Т-Страхование,2026-03-16 00:15:20,2027-03-16 00:15:20,19749
469,498,ВСК,2025-02-04 04:19:29,2026-02-04 04:19:29,24105
470,498,Т-Страхование,2026-02-04 04:19:29,2027-02-04 04:19:29,15959
471,284,ВСК,2024-11-06 02:04:55,2025-11-06 02:04:55,7274
472,284,Т-Страхование,2025-11-06 02:04:55,2026-11-06 02:04:55,14208
473,25,Росгосстрах,2025-05-21 00:12:32,2026-05-21 00:12:32,14265
474,543,Т-Страхование,2024-12-01 22:25:39,2025-12-01 22:25:39,15725
475,543,ВСК,2025-12-01 22:25:39,2026-12-01 22:25:39,23598
476,406,Ингосстрах,2025-09-15 09:14:31,2026-09-15 09:14:31,7273
477,97,РЕСО-Гарантия,2025-06-29 21:51:44,2026-06-29 21:51:44,10855
478,555,РЕСО-Гарантия,2025-06-13 01:11:18,2026-06-13 01:11:18,23878
479,1068,Ингосстрах,2024-10-09 18:38:26,2025-10-09 18:38:26,16336
480,1068,Ингосстрах,2025-10-09 18:38:26,2026-10-09 18:38:26,6419
481,368,Росгосстрах,2025-04-04 11:37:47,2026-04-04 11:37:47,7222
482,368,ВСК,2026-04-04 11:37:47,2027-04-04 11:37:47,16317
483,1176,АльфаСтрахование,2025-11-19 04:05:05,2026-11-19 04:05:05,13026
484,269,Росгосстрах,2026-04-11 05:57:22,2027-04-11 05:57:22,15268
485,848,РЕСО-Гарантия,2024-09-23 02:43:51,2025-09-23 02:43:51,7059
486,848,РЕСО-Гарантия,2025-09-23 02:43:51,2026-09-23 02:43:51,15034
487,685,АльфаСтрахование,2026-03-21 07:57:03,2027-03-21 07:57:03,24581
488,993,Т-Страхование,2025-12-14 07:31:36,2026-12-14 07:31:36,23511
489,927,АльфаСтрахование,2025-02-01 19:23:23,2026-02-01 19:23:23,11368
490,927,АльфаСтрахование,2026-02-01 19:23:23,2027-02-01 19:23:23,10469
491,620,Т-Страхование,2023-03-15 02:39:48,2024-03-14 02:39:48,20156
492,620,РЕСО-Гарантия,2024-03-14 02:39:48,2025-03-14 02:39:48,23745
493,620,АльфаСтрахование,2025-03-14 02:39:48,2026-03-14 02:39:48,21988
494,620,Росгосстрах,2026-03-14 02:39:48,2027-03-14 02:39:48,17517
495,897,Росгосстрах,2026-05-15 19:13:43,2027-05-15 19:13:43,16412
496,616,ВСК,2025-06-21 23:44:26,2026-06-21 23:44:26,6661
497,1006,ВСК,2024-08-27 17:12:46,2025-08-27 17:12:46,12805
498,1006,ВСК,2025-08-27 17:12:46,2026-08-27 17:12:46,12066
499,45,Ингосстрах,2024-06-25 21:20:22,2025-06-25 21:20:22,19811
500,45,ВСК,2025-06-25 21:20:22,2026-06-25 21:20:22,24419
501,43,Росгосстрах,2024-08-29 10:30:02,2025-08-29 10:30:02,7277
502,43,Росгосстрах,2025-08-29 10:30:02,2026-08-29 10:30:02,23713
503,982,Т-Страхование,2025-12-14 07:28:40,2026-12-14 07:28:40,18140
504,965,Т-Страхование,2026-04-06 23:38:47,2027-04-06 23:38:47,23867
505,1071,РЕСО-Гарантия,2026-03-27 18:19:05,2027-03-27 18:19:05,16605
506,768,Ингосстрах,2025-12-15 10:07:22,2026-12-15 10:07:22,7020
507,953,АльфаСтрахование,2024-06-22 20:10:25,2025-06-22 20:10:25,12582
508,953,Росгосстрах,2025-06-22 20:10:25,2026-06-22 20:10:25,11344
509,401,ВСК,2024-12-31 11:33:36,2025-12-31 11:33:36,10370
510,401,ВСК,2025-12-31 11:33:36,2026-12-31 11:33:36,16567
511,403,РЕСО-Гарантия,2026-01-23 23:36:33,2027-01-23 23:36:33,10802
512,733,Росгосстрах,2026-04-29 01:58:30,2027-04-29 01:58:30,15273
513,592,РЕСО-Гарантия,2025-08-09 12:49:41,2026-08-09 12:49:41,18731
514,739,ВСК,2025-07-28 21:47:00,2026-07-28 21:47:00,12504
515,39,Т-Страхование,2025-11-04 10:01:56,2026-11-04 10:01:56,21924
516,219,АльфаСтрахование,2024-06-15 12:42:07,2025-06-15 12:42:07,12871
517,219,Росгосстрах,2025-06-15 12:42:07,2026-06-15 12:42:07,9164
518,24,Росгосстрах,2025-06-29 05:52:44,2026-06-29 05:52:44,20623
519,588,Росгосстрах,2023-11-05 01:03:44,2024-11-04 01:03:44,11453
520,588,АльфаСтрахование,2024-11-04 01:03:44,2025-11-04 01:03:44,15888
521,588,Т-Страхование,2025-11-04 01:03:44,2026-11-04 01:03:44,20125
522,322,ВСК,2026-02-13 18:05:10,2027-02-13 18:05:10,9807
523,720,Росгосстрах,2025-10-30 12:41:40,2026-10-30 12:41:40,7908
524,36,РЕСО-Гарантия,2024-06-01 22:19:26,2025-06-01 22:19:26,14846
525,36,Росгосстрах,2025-06-01 22:19:26,2026-06-01 22:19:26,16714
526,826,Т-Страхование,2024-09-03 21:21:30,2025-09-03 21:21:30,15980
527,826,ВСК,2025-09-03 21:21:30,2026-09-03 21:21:30,14475
528,83,Ингосстрах,2026-05-20 10:38:11,2027-05-20 10:38:11,5368
529,1196,РЕСО-Гарантия,2024-08-27 21:43:43,2025-08-27 21:43:43,15187
530,1196,АльфаСтрахование,2025-08-27 21:43:43,2026-08-27 21:43:43,23480
531,980,Т-Страхование,2025-04-11 05:12:45,2026-04-11 05:12:45,16138
532,980,АльфаСтрахование,2026-04-11 05:12:45,2027-04-11 05:12:45,5307
533,467,РЕСО-Гарантия,2026-03-28 02:24:27,2027-03-28 02:24:27,23847
534,281,Т-Страхование,2025-05-08 01:09:25,2026-05-08 01:09:25,20748
535,281,Ингосстрах,2026-05-08 01:09:25,2027-05-08 01:09:25,8440
536,750,ВСК,2025-09-09 19:32:12,2026-09-09 19:32:12,11711
537,267,Ингосстрах,2024-09-11 13:41:23,2025-09-11 13:41:23,17813
538,267,АльфаСтрахование,2025-09-11 13:41:23,2026-09-11 13:41:23,13734
539,439,Росгосстрах,2025-05-08 11:11:32,2026-05-08 11:11:32,22763
540,1072,Ингосстрах,2026-05-15 11:57:07,2027-05-15 11:57:07,22690
541,1036,ВСК,2025-06-30 04:46:41,2026-06-30 04:46:41,17166
542,470,Т-Страхование,2024-06-24 09:04:27,2025-06-24 09:04:27,22324
543,470,Росгосстрах,2025-06-24 09:04:27,2026-06-24 09:04:27,19968
544,420,Росгосстрах,2024-10-10 00:53:50,2025-10-10 00:53:50,23038
545,420,Ингосстрах,2025-10-10 00:53:50,2026-10-10 00:53:50,17404
546,546,РЕСО-Гарантия,2025-02-04 00:03:55,2026-02-04 00:03:55,6134
547,546,РЕСО-Гарантия,2026-02-04 00:03:55,2027-02-04 00:03:55,5700
548,528,Т-Страхование,2025-05-17 06:54:52,2026-05-17 06:54:52,19077
549,1120,Росгосстрах,2025-10-19 11:23:35,2026-10-19 11:23:35,24239
550,1199,ВСК,2025-09-19 11:51:39,2026-09-19 11:51:39,20942
551,814,Ингосстрах,2025-03-07 17:34:49,2026-03-07 17:34:49,13620
552,814,Т-Страхование,2026-03-07 17:34:49,2027-03-07 17:34:49,10291
553,71,РЕСО-Гарантия,2026-03-12 07:42:35,2027-03-12 07:42:35,7368
554,422,РЕСО-Гарантия,2024-12-04 23:21:49,2025-12-04 23:21:49,8480
555,422,АльфаСтрахование,2025-12-04 23:21:49,2026-12-04 23:21:49,15653
556,70,РЕСО-Гарантия,2025-12-05 11:23:10,2026-12-05 11:23:10,9276
557,895,ВСК,2024-08-13 02:21:19,2025-08-13 02:21:19,9000
558,895,Росгосстрах,2025-08-13 02:21:19,2026-08-13 02:21:19,19385
559,682,ВСК,2026-05-14 21:56:13,2027-05-14 21:56:13,10576
560,728,АльфаСтрахование,2025-10-02 10:29:06,2026-10-02 10:29:06,21892
561,273,Росгосстрах,2026-03-22 22:46:23,2027-03-22 22:46:23,20190
562,1167,ВСК,2026-04-30 04:43:46,2027-04-30 04:43:46,21910
563,579,РЕСО-Гарантия,2026-05-04 14:16:52,2027-05-04 14:16:52,23754
564,409,Т-Страхование,2024-11-28 13:55:21,2025-11-28 13:55:21,11348
565,409,ВСК,2025-11-28 13:55:21,2026-11-28 13:55:21,6287
566,648,Т-Страхование,2025-12-11 23:08:36,2026-12-11 23:08:36,21520
567,307,Ингосстрах,2025-05-11 15:07:56,2026-05-11 15:07:56,14048
568,307,РЕСО-Гарантия,2026-05-11 15:07:56,2027-05-11 15:07:56,14556
569,645,Т-Страхование,2024-09-18 10:07:36,2025-09-18 10:07:36,7810
570,645,Ингосстрах,2025-09-18 10:07:36,2026-09-18 10:07:36,8502
571,379,ВСК,2024-09-04 04:37:10,2025-09-04 04:37:10,15639
572,379,Росгосстрах,2025-09-04 04:37:10,2026-09-04 04:37:10,11807
573,602,Ингосстрах,2025-12-06 22:06:54,2026-12-06 22:06:54,8426
574,171,РЕСО-Гарантия,2026-01-08 10:34:30,2027-01-08 10:34:30,18435
575,597,РЕСО-Гарантия,2026-04-11 11:48:09,2027-04-11 11:48:09,11405
576,118,АльфаСтрахование,2025-07-23 13:31:28,2026-07-23 13:31:28,9181
577,423,Росгосстрах,2025-01-07 05:49:03,2026-01-07 05:49:03,19561
578,423,ВСК,2026-01-07 05:49:03,2027-01-07 05:49:03,15362
579,954,АльфаСтрахование,2026-02-03 17:27:13,2027-02-03 17:27:13,21774
580,704,Росгосстрах,2023-11-23 11:33:47,2024-11-22 11:33:47,9172
581,704,Ингосстрах,2024-11-22 11:33:47,2025-11-22 11:33:47,19894
582,704,Ингосстрах,2025-11-22 11:33:47,2026-11-22 11:33:47,22630
583,997,ВСК,2025-03-29 18:24:48,2026-03-29 18:24:48,14157
584,997,Росгосстрах,2026-03-29 18:24:48,2027-03-29 18:24:48,22941
585,983,Росгосстрах,2025-11-08 07:24:17,2026-11-08 07:24:17,19095
586,89,Ингосстрах,2026-04-30 04:28:43,2027-04-30 04:28:43,23458
587,686,РЕСО-Гарантия,2025-08-25 23:01:53,2026-08-25 23:01:53,15456
588,662,Ингосстрах,2025-04-15 10:16:06,2026-04-15 10:16:06,22160
589,662,Ингосстрах,2026-04-15 10:16:06,2027-04-15 10:16:06,5011
590,81,РЕСО-Гарантия,2026-03-03 21:40:54,2027-03-03 21:40:54,21659
591,76,Росгосстрах,2025-05-28 18:10:32,2026-05-28 18:10:32,16020
592,434,ВСК,2025-11-14 03:09:42,2026-11-14 03:09:42,9593
593,1153,ВСК,2025-06-18 09:10:59,2026-06-18 09:10:59,21599
594,215,Т-Страхование,2025-09-07 22:55:16,2026-09-07 22:55:16,22259
595,1179,Т-Страхование,2025-07-06 19:40:23,2026-07-06 19:40:23,24430
596,286,Росгосстрах,2026-05-02 03:47:37,2027-05-02 03:47:37,14526
597,462,Росгосстрах,2026-05-19 01:19:31,2027-05-19 01:19:31,7858
598,1168,Ингосстрах,2025-07-20 11:47:25,2026-07-20 11:47:25,13116
599,1109,РЕСО-Гарантия,2025-05-08 06:48:35,2026-05-08 06:48:35,10622
600,1109,АльфаСтрахование,2026-05-08 06:48:35,2027-05-08 06:48:35,12214
601,208,Т-Страхование,2025-07-04 18:51:34,2026-07-04 18:51:34,16615
602,1105,Росгосстрах,2026-02-18 23:15:00,2027-02-18 23:15:00,7402
603,683,Росгосстрах,2025-12-04 09:36:50,2026-12-04 09:36:50,20424
604,1124,АльфаСтрахование,2025-11-22 18:56:10,2026-11-22 18:56:10,21826
605,111,ВСК,2025-12-22 12:37:57,2026-12-22 12:37:57,6496
606,253,Ингосстрах,2023-09-17 16:11:31,2024-09-16 16:11:31,15136
607,253,ВСК,2024-09-16 16:11:31,2025-09-16 16:11:31,5597
608,253,Т-Страхование,2025-09-16 16:11:31,2026-09-16 16:11:31,11590
609,65,Ингосстрах,2024-09-18 21:50:00,2025-09-18 21:50:00,7358
610,65,РЕСО-Гарантия,2025-09-18 21:50:00,2026-09-18 21:50:00,19719
611,1198,Росгосстрах,2025-02-13 18:24:51,2026-02-13 18:24:51,16288
612,1198,Ингосстрах,2026-02-13 18:24:51,2027-02-13 18:24:51,5677
613,326,Ингосстрах,2025-10-08 08:24:40,2026-10-08 08:24:40,21696
614,919,РЕСО-Гарантия,2025-09-07 14:23:20,2026-09-07 14:23:20,23369
615,1117,РЕСО-Гарантия,2025-11-23 02:25:06,2026-11-23 02:25:06,10454
616,365,АльфаСтрахование,2026-05-13 17:03:16,2027-05-13 17:03:16,22077
617,429,АльфаСтрахование,2025-05-26 22:02:52,2026-05-26 22:02:52,13515
618,657,АльфаСтрахование,2025-05-04 09:18:07,2026-05-04 09:18:07,9631
619,348,ВСК,2025-12-22 18:19:17,2026-12-22 18:19:17,16778
620,957,Ингосстрах,2025-09-02 21:32:43,2026-09-02 21:32:43,16278
621,100,Росгосстрах,2026-02-08 07:17:39,2027-02-08 07:17:39,10569
622,85,Ингосстрах,2025-01-01 00:44:04,2026-01-01 00:44:04,19711
623,85,РЕСО-Гарантия,2026-01-01 00:44:04,2027-01-01 00:44:04,13977
624,113,Ингосстрах,2025-11-22 08:32:36,2026-11-22 08:32:36,13925
625,318,ВСК,2026-04-25 08:42:28,2027-04-25 08:42:28,22058
626,280,Т-Страхование,2025-07-24 09:15:36,2026-07-24 09:15:36,16767
627,918,Т-Страхование,2025-09-01 02:16:48,2026-09-01 02:16:48,11395
628,948,Т-Страхование,2025-06-03 07:50:26,2026-06-03 07:50:26,14829
629,212,Росгосстрах,2025-05-24 01:13:16,2026-05-24 01:13:16,11335
630,1018,АльфаСтрахование,2026-04-03 06:59:55,2027-04-03 06:59:55,7370
631,44,ВСК,2025-10-22 22:13:13,2026-10-22 22:13:13,23206
632,292,Росгосстрах,2025-07-03 06:15:46,2026-07-03 06:15:46,23766
633,287,Росгосстрах,2026-02-17 03:30:13,2027-02-17 03:30:13,19430
634,951,Росгосстрах,2025-05-28 20:41:44,2026-05-28 20:41:44,22666
635,221,ВСК,2025-05-29 17:04:12,2026-05-29 17:04:12,14034
636,537,Т-Страхование,2026-02-15 09:59:20,2027-02-15 09:59:20,9851
637,697,Т-Страхование,2024-09-13 13:24:55,2025-09-13 13:24:55,22360
638,697,Ингосстрах,2025-09-13 13:24:55,2026-09-13 13:24:55,12439
639,427,РЕСО-Гарантия,2025-11-21 10:45:13,2026-11-21 10:45:13,16680
640,885,Ингосстрах,2025-08-13 07:03:48,2026-08-13 07:03:48,19255
641,229,АльфаСтрахование,2025-11-02 05:54:16,2026-11-02 05:54:16,20369
642,649,Росгосстрах,2025-04-28 22:06:52,2026-04-28 22:06:52,24728
643,649,Росгосстрах,2026-04-28 22:06:52,2027-04-28 22:06:52,20089
644,1189,РЕСО-Гарантия,2026-03-31 20:30:25,2027-03-31 20:30:25,21264
645,838,ВСК,2023-02-25 01:05:44,2024-02-25 01:05:44,6144
646,838,РЕСО-Гарантия,2024-02-25 01:05:44,2025-02-24 01:05:44,20540
647,838,ВСК,2025-02-24 01:05:44,2026-02-24 01:05:44,19437
648,838,АльфаСтрахование,2026-02-24 01:05:44,2027-02-24 01:05:44,12230
649,299,Росгосстрах,2026-05-05 01:06:18,2027-05-05 01:06:18,7332
650,486,Росгосстрах,2025-12-30 06:04:26,2026-12-30 06:04:26,8339
651,425,Ингосстрах,2025-09-26 13:58:16,2026-09-26 13:58:16,18296
652,288,Росгосстрах,2025-08-02 12:49:11,2026-08-02 12:49:11,12776
653,1177,Ингосстрах,2023-10-16 05:07:50,2024-10-15 05:07:50,13178
654,1177,Росгосстрах,2024-10-15 05:07:50,2025-10-15 05:07:50,6021
655,1177,ВСК,2025-10-15 05:07:50,2026-10-15 05:07:50,10376
656,147,АльфаСтрахование,2025-07-13 07:34:54,2026-07-13 07:34:54,6085
657,159,Т-Страхование,2026-05-03 21:59:31,2027-05-03 21:59:31,10047
658,931,ВСК,2026-01-15 06:37:37,2027-01-15 06:37:37,5218
659,688,РЕСО-Гарантия,2025-06-04 13:34:32,2026-06-04 13:34:32,12729
660,304,ВСК,2023-02-02 08:47:01,2024-02-02 08:47:01,6350
661,304,РЕСО-Гарантия,2024-02-02 08:47:01,2025-02-01 08:47:01,18632
662,304,Росгосстрах,2025-02-01 08:47:01,2026-02-01 08:47:01,7856
663,304,Росгосстрах,2026-02-01 08:47:01,2027-02-01 08:47:01,11255
664,389,Ингосстрах,2026-05-20 18:04:22,2027-05-20 18:04:22,6618
665,634,Росгосстрах,2024-12-15 06:19:49,2025-12-15 06:19:49,20152
666,634,Ингосстрах,2025-12-15 06:19:49,2026-12-15 06:19:49,14425
667,1146,РЕСО-Гарантия,2024-07-25 17:31:02,2025-07-25 17:31:02,24036
668,1146,Росгосстрах,2025-07-25 17:31:02,2026-07-25 17:31:02,13778
669,188,АльфаСтрахование,2025-12-22 09:57:25,2026-12-22 09:57:25,15687
670,347,Росгосстрах,2025-05-29 00:22:21,2026-05-29 00:22:21,22759
