fine_id,car_id,date,amount,status
1208,127,2026-04-17,219.6760116846279,Не оплачен
1209,408,2026-04-08,920.4955592955132,Не оплачен
1210,898,2026-02-15,115.00656417328247,Оплачен
1211,911,2026-03-27,647.907631912483,Оплачен
1212,992,2026-04-05,607.584493413164,Не оплачен
1213,209,2026-03-30,187.0186755341811,Оплачен
1214,1154,2026-02-05,879.6591951183266,Не оплачен
1215,342,2026-04-21,588.0555778272251,Оплачен
1216,862,2026-01-12,361.3576448658554,Оплачен
1217,871,2026-04-24,308.9052267958067,Оплачен
1218,795,2026-05-14,258.7456213019756,Не оплачен
1219,1049,2026-01-30,118.40100599130939,Не оплачен
1220,484,2026-04-24,981.8309432064765,Оплачен
1221,639,2026-02-04,772.5349379650282,Оплачен
1222,333,2026-03-12,410.24008372965477,Не оплачен
1223,276,2026-05-15,687.1562490040734,Не оплачен
1224,545,2026-05-08,134.05406899207713,Оплачен
1225,990,2026-04-23,291.8010144947655,Оплачен
1226,295,2026-02-21,912.6142678335051,Не оплачен
1227,1035,2026-03-28,196.7197293375222,Оплачен
1228,1164,2026-02-21,321.01795101783557,Не оплачен
1229,316,2026-01-24,417.78735957736075,Не оплачен
1230,192,2026-01-12,519.3065809142388,Не оплачен
1231,2,2026-04-26,331.09323967706115,Оплачен
1232,138,2026-03-19,830.4708376640946,Не оплачен
1233,820,2026-05-23,230.72678840030224,Оплачен
1234,676,2026-05-18,190.86307953342038,Оплачен
1235,1044,2026-01-07,911.4508265077762,Не оплачен
1236,1073,2026-02-04,549.6915586678514,Оплачен
1237,221,2026-03-17,419.17314925570065,Оплачен
1238,172,2026-01-19,201.46757748053125,Оплачен
1239,430,2026-04-05,184.5534702058838,Не оплачен
1240,841,2026-01-03,508.3044339129445,Не оплачен
1241,825,2026-03-26,595.3568820344922,Оплачен
1242,337,2026-04-11,463.5075089187429,Не оплачен
1243,920,2026-01-12,546.1504599735615,Оплачен
1244,763,2026-03-02,399.20250740572686,Оплачен
1245,112,2026-03-20,656.5298386534049,Не оплачен
1246,904,2026-04-28,335.5322962966077,Не оплачен
1247,529,2026-04-23,179.51163246117164,Оплачен
1248,1024,2026-05-29,501.77261925839775,Оплачен
1249,1113,2026-02-06,701.99682090679,Оплачен
1250,873,2026-02-17,465.2677406061786,Оплачен
1251,895,2026-02-16,625.859849090875,Оплачен
1252,960,2026-05-08,300.583409729321,Не оплачен
1253,10,2026-01-05,420.31662649333225,Не оплачен
1254,312,2026-04-18,266.97198812146826,Оплачен
1255,499,2026-04-13,437.2696967376965,Оплачен
1256,760,2026-01-02,680.2301037009098,Оплачен
1257,562,2026-03-28,331.34179187178006,Не оплачен
1258,808,2026-03-22,687.2144704126868,Оплачен
1259,468,2026-01-22,209.8215653640611,Не оплачен
1260,617,2026-02-04,630.5381331850923,Оплачен
1261,423,2026-02-14,960.520741083657,Оплачен
1262,698,2026-03-28,873.1597689742321,Не оплачен
1263,785,2026-01-18,589.6071736906066,Не оплачен
1264,547,2026-02-17,938.341308847067,Оплачен
1265,938,2026-01-09,544.4227475200743,Не оплачен
1266,916,2026-04-17,881.3941198480208,Не оплачен
1267,271,2026-05-25,527.1506436440668,Оплачен
1268,469,2026-04-18,478.6616286184612,Не оплачен
1269,143,2026-04-13,319.4285695695176,Оплачен
1270,164,2026-04-02,212.80728257390538,Не оплачен
1271,568,2026-02-13,487.8782677973971,Оплачен
1272,695,2026-02-11,913.8929322047065,Оплачен
1273,429,2026-01-18,672.7763333271492,Оплачен
1274,126,2026-04-04,924.0402138607759,Не оплачен
1275,1003,2026-04-02,839.7506181207721,Оплачен
1276,371,2026-01-25,726.389523587503,Не оплачен
1277,838,2026-05-23,846.642118786898,Не оплачен
1278,248,2026-01-28,288.475572347234,Оплачен
1279,134,2026-01-14,263.17757677885197,Оплачен
1280,581,2026-04-13,842.4006024635565,Оплачен
1281,6,2026-02-02,902.590296942423,Не оплачен
1282,119,2026-05-10,105.23938072135789,Оплачен
1283,785,2026-03-30,375.7053020170403,Не оплачен
1284,674,2026-02-12,231.53537171170322,Не оплачен
1285,239,2026-01-20,496.42161388362524,Не оплачен
1286,375,2026-04-04,123.52960448472754,Оплачен
1287,365,2026-03-11,767.1282448332353,Оплачен
1288,269,2026-04-28,606.6205691166317,Не оплачен
1289,1160,2026-01-08,170.54845045214864,Не оплачен
1290,32,2026-02-02,838.5292765528701,Оплачен
1291,320,2026-04-18,897.2795196900614,Оплачен
1292,154,2026-04-07,646.2857660743275,Не оплачен
1293,542,2026-03-31,423.87500215987126,Не оплачен
1294,1161,2026-03-27,990.0352161698488,Не оплачен
1295,935,2026-01-11,226.4580316698004,Не оплачен
1296,864,2026-01-28,566.9434895288623,Не оплачен
1297,1106,2026-04-18,278.55804558604854,Оплачен
1298,427,2026-05-24,292.35410432627646,Не оплачен
1299,1159,2026-03-09,733.8254312828367,Не оплачен
1300,265,2026-03-15,377.4829280179298,Оплачен
1301,119,2026-03-01,338.41058895481535,Оплачен
1302,1080,2026-04-11,821.0475424496324,Оплачен
1303,678,2026-02-05,322.41445477921513,Не оплачен
1304,597,2026-01-05,676.3640103748673,Оплачен
1305,48,2026-04-24,323.7448855836002,Оплачен
1306,212,2026-02-20,674.3539815559685,Оплачен
1307,1163,2026-01-21,126.21950059962626,Оплачен
1308,149,2026-05-13,562.2823712146836,Не оплачен
1309,662,2026-01-08,581.9806261856073,Не оплачен
1310,694,2026-02-05,529.3416434837422,Не оплачен
1311,315,2026-05-18,901.0539088581116,Оплачен
1312,1159,2026-03-09,750.1136694019759,Не оплачен
1313,206,2026-03-03,269.311962728759,Оплачен
1314,720,2026-01-13,346.86286054345885,Оплачен
1315,1021,2026-03-24,874.4096853406263,Оплачен
1316,864,2026-03-23,666.0100858093472,Оплачен
1317,552,2026-04-18,342.9008897792204,Не оплачен
1318,864,2026-04-28,435.8256278887942,Оплачен
1319,1051,2026-03-18,671.1878762406236,Оплачен
1320,926,2026-02-02,337.1823745661609,Не оплачен
1321,808,2026-01-30,912.4466970759471,Оплачен
1322,1067,2026-05-24,575.8192400657897,Оплачен
1323,859,2026-03-22,484.0649766539579,Оплачен
1324,743,2026-03-07,245.48533579019332,Оплачен
1325,656,2026-02-20,479.96382510159583,Не оплачен
1326,967,2026-05-09,147.63542481779427,Оплачен
1327,708,2026-04-03,633.8958562683978,Не оплачен
1328,621,2026-03-24,603.2544581742102,Оплачен
1329,760,2026-02-13,749.6057652421172,Не оплачен
1330,945,2026-02-02,391.24782510161606,Оплачен
1331,876,2026-01-25,743.9438559616556,Не оплачен
1332,275,2026-03-25,568.5455242926247,Оплачен
1333,1117,2026-03-09,345.8432654423009,Оплачен
1334,445,2026-02-13,362.74160962811123,Оплачен
1335,646,2026-01-17,730.4304288939215,Не оплачен
1336,297,2026-03-16,780.2014819551144,Не оплачен
1337,179,2026-04-07,129.88952477201082,Не оплачен
1338,1147,2026-01-01,786.9478943960611,Не оплачен
1339,551,2026-03-27,213.4659496254559,Оплачен
1340,81,2026-02-11,682.7844946735961,Оплачен
1341,750,2026-04-01,180.71043731730083,Оплачен
1342,589,2026-04-20,615.3229391346,Оплачен
1343,1064,2026-05-10,597.6749897652269,Оплачен
1344,558,2026-03-31,255.28416439149802,Не оплачен
1345,918,2026-02-08,558.6312024136619,Не оплачен
1346,334,2026-02-12,110.49725639604412,Оплачен
1347,1010,2026-01-19,705.7737227255782,Оплачен
1348,51,2026-04-13,214.53895321528327,Оплачен
1349,70,2026-03-04,414.6886356351433,Не оплачен
1350,514,2026-05-13,977.0318558378851,Не оплачен
1351,752,2026-05-11,531.4740167549073,Оплачен
1352,676,2026-04-06,959.6157129081715,Оплачен
1353,1015,2026-05-04,466.89028517011553,Не оплачен
1354,257,2026-05-07,485.1027904753719,Не оплачен
1355,1024,2026-04-19,195.08983249006485,Не оплачен
1356,896,2026-05-29,877.307820821405,Оплачен
1357,469,2026-03-23,875.0632169873992,Не оплачен
1358,171,2026-02-12,904.9625204647194,Оплачен
1359,809,2026-03-04,852.7211439690849,Не оплачен
1360,1063,2026-03-06,238.36562066191163,Не оплачен
1361,232,2026-03-31,503.8730408397175,Оплачен
1362,607,2026-05-27,982.5089784766869,Оплачен
1363,87,2026-01-11,528.3051267838284,Не оплачен
1364,1148,2026-02-06,895.7322269695027,Оплачен
1365,925,2026-04-12,379.4717545263909,Не оплачен
1366,1059,2026-01-19,300.1216699313182,Оплачен
1367,881,2026-03-01,192.63053310416592,Не оплачен
1368,883,2026-02-24,781.4449017546189,Оплачен
1369,1076,2026-01-14,908.3887245922879,Оплачен
1370,394,2026-02-25,505.8954078488864,Не оплачен
1371,453,2026-02-18,418.6586692225093,Оплачен
1372,537,2026-02-21,856.4164394387366,Оплачен
1373,190,2026-05-23,769.3117966393302,Не оплачен
1374,1100,2026-05-08,916.4568450282665,Не оплачен
1375,889,2026-04-18,519.3252257082559,Оплачен
1376,60,2026-04-30,803.3422342009577,Не оплачен
1377,1180,2026-03-05,401.2867615882846,Не оплачен
1378,997,2026-04-20,532.7465399387958,Оплачен
1379,347,2026-02-24,249.32889200134494,Оплачен
1380,155,2026-05-13,255.92230974358736,Оплачен
1381,377,2026-03-26,573.9824712419461,Оплачен
1382,230,2026-02-27,217.9423124630568,Оплачен
1383,1192,2026-05-07,600.8705209933222,Не оплачен
1384,293,2026-05-05,350.2323399061188,Оплачен
1385,17,2026-03-21,417.7453687196914,Не оплачен
1386,171,2026-01-22,933.485831183877,Оплачен
1387,1046,2026-02-14,767.1324630699365,Не оплачен
1388,46,2026-01-14,326.4515257825866,Не оплачен
1389,800,2026-01-05,797.3288488203867,Оплачен
1390,142,2026-01-28,956.1569137841145,Оплачен
1391,601,2026-02-10,485.32172214073705,Оплачен
1392,529,2026-02-21,828.5232385003617,Оплачен
1393,727,2026-03-29,477.5854347091587,Оплачен
1394,535,2026-03-02,776.3459563347858,Оплачен
1395,722,2026-04-23,509.1562817433923,Не оплачен
1396,490,2026-02-07,321.7372530260507,Оплачен
1397,685,2026-04-06,776.4407603114486,Не оплачен
1398,243,2026-02-09,314.6157705274907,Оплачен
1399,163,2026-04-14,112.30049011083275,Не оплачен
1400,231,2026-05-06,791.5769055800424,Оплачен
1401,117,2026-02-21,274.02902615289685,Не оплачен
1402,221,2026-05-11,129.14224447671754,Не оплачен
1403,1077,2026-03-13,255.6833982754814,Оплачен
1404,653,2026-04-12,485.591638242384,Не оплачен
1405,920,2026-04-22,470.21205513411144,Не оплачен
1406,119,2026-02-26,498.09815800416857,Не оплачен
1407,105,2026-05-01,579.3933872289952,Оплачен
1408,986,2026-04-19,892.6191961641191,Оплачен
1409,489,2026-05-03,567.9841171391663,Оплачен
1410,658,2026-04-01,582.6362581144965,Оплачен
1411,294,2026-03-09,711.2785191409245,Не оплачен
1412,1109,2026-03-29,809.4864695409753,Не оплачен
1413,264,2026-04-12,612.2849551089313,Оплачен
1414,695,2026-03-14,488.3347892672009,Оплачен
1415,923,2026-02-26,184.67582487263178,Не оплачен
1416,665,2026-05-29,346.5495667302621,Не оплачен
1417,713,2026-01-29,944.7553730641545,Оплачен
1418,458,2026-03-01,944.8011831427424,Не оплачен
1419,788,2026-03-26,921.6676648375045,Оплачен
1420,663,2026-01-20,587.6392318811263,Не оплачен
1421,497,2026-03-20,557.2781902251668,Оплачен
1422,569,2026-05-17,616.8327108604971,Не оплачен
1423,545,2026-02-13,222.78898863282717,Не оплачен
1424,1131,2026-01-15,785.2068093972699,Не оплачен
1425,579,2026-04-17,370.9870485590816,Оплачен
1426,1065,2026-01-19,395.94072288299355,Оплачен
1427,1026,2026-02-21,373.1939905334348,Не оплачен
1428,441,2026-01-11,250.4706487664761,Оплачен
1429,451,2026-03-15,189.4653737270128,Оплачен
1430,406,2026-05-19,516.466951355549,Не оплачен
1431,136,2026-02-03,223.35818677407258,Оплачен
1432,403,2026-03-18,169.2067103979751,Оплачен
1433,510,2026-01-16,707.2503069708746,Не оплачен
1434,631,2026-05-19,826.3203688623604,Оплачен
1435,764,2026-03-04,822.2574812264057,Не оплачен
1436,809,2026-02-17,252.9210554305072,Не оплачен
1437,1082,2026-04-14,924.8953477415677,Оплачен
1438,974,2026-04-15,191.11409821348383,Оплачен
1439,1075,2026-01-15,934.1478137677603,Не оплачен
1440,200,2026-05-20,289.8231127368457,Оплачен
1441,196,2026-02-05,129.56323087622496,Оплачен
1442,569,2026-01-31,841.0976965227127,Не оплачен
1443,888,2026-01-25,847.5128918731507,Не оплачен
1444,921,2026-05-27,386.3820908921035,Не оплачен
1445,711,2026-03-17,830.5274738750658,Оплачен
1446,42,2026-04-11,934.9586772616052,Не оплачен
1447,48,2026-03-07,140.69457095255055,Не оплачен
1448,891,2026-04-24,795.2486294198699,Оплачен
1449,387,2026-03-31,298.3078798130397,Не оплачен
1450,346,2026-02-18,596.7363972274652,Не оплачен
1451,366,2026-05-13,917.3709933896637,Не оплачен
1452,970,2026-05-07,294.2649277000829,Не оплачен
1453,863,2026-02-17,971.695133415063,Не оплачен
1454,1026,2026-02-28,773.0025338616927,Не оплачен
1455,1033,2026-03-12,574.0351131986276,Не оплачен
1456,125,2026-02-13,547.4532467003573,Оплачен
1457,478,2026-03-29,806.9526512453192,Оплачен
1458,1166,2026-03-05,156.82305969076617,Оплачен
1459,787,2026-01-05,368.96343499766124,Оплачен
1460,561,2026-01-20,609.1754602859526,Оплачен
1461,258,2026-04-05,477.49268621821966,Оплачен
1462,247,2026-02-11,876.0633896205966,Оплачен
1463,266,2026-05-04,819.822735491943,Не оплачен
1464,936,2026-02-16,922.7034368803861,Не оплачен
1465,973,2026-04-20,205.2784163731686,Не оплачен
1466,928,2026-05-21,542.2955826170642,Не оплачен
1467,475,2026-04-20,435.6892228578132,Не оплачен
1468,418,2026-05-12,706.586650954912,Оплачен
1469,1053,2026-04-09,911.1034401542232,Не оплачен
1470,231,2026-04-12,810.428077613506,Не оплачен
1471,751,2026-01-28,619.8023806366317,Оплачен
1472,304,2026-04-24,753.8004501165605,Оплачен
1473,1189,2026-02-06,968.9416905378138,Не оплачен
1474,60,2026-03-22,868.418957983682,Оплачен
1475,501,2026-01-28,566.1637685657466,Не оплачен
1476,179,2026-02-03,483.1899201868303,Оплачен
1477,190,2026-04-01,612.8716976245156,Оплачен
1478,755,2026-02-08,543.4363884197023,Оплачен
1479,1074,2026-01-17,623.8731334101801,Не оплачен
1480,1086,2026-01-04,928.3854618015682,Оплачен
1481,1138,2026-04-24,578.7664572849876,Оплачен
1482,1062,2026-04-06,372.7450824390555,Не оплачен
1483,92,2026-04-20,768.0999884797811,Не оплачен
1484,648,2026-01-26,773.9979625292958,Не оплачен
1485,677,2026-05-24,496.1624525032318,Оплачен
1486,352,2026-04-04,802.4566446874327,Не оплачен
1487,611,2026-03-11,264.23605512549784,Оплачен
1488,583,2026-04-21,397.8829397429716,Оплачен
1489,787,2026-05-25,791.3463209234169,Не оплачен
1490,730,2026-03-02,808.0692375458431,Не оплачен
1491,826,2026-01-02,729.6953830312104,Не оплачен
1492,1096,2026-04-30,961.7103777742376,Не оплачен
1493,67,2026-01-19,841.412839302362,Оплачен
1494,816,2026-01-29,678.5155403010625,Оплачен
1495,637,2026-03-25,544.2988092833212,Не оплачен
1496,392,2026-02-05,991.104043870223,Оплачен
1497,886,2026-01-02,264.9530307889494,Оплачен
1498,35,2026-05-13,516.8099906690004,Оплачен
1499,234,2026-03-15,240.18322170376993,Не оплачен
1500,70,2026-03-12,154.714567571906,Оплачен
1501,673,2026-05-23,972.4480141468366,Не оплачен
1502,13,2026-03-19,441.2818261453813,Не оплачен
1503,361,2026-05-14,664.0696495653355,Не оплачен
1504,798,2026-02-07,593.7178421631877,Не оплачен
1505,720,2026-02-07,792.4663994686653,Не оплачен
1506,676,2026-02-23,949.2386938547905,Не оплачен
1507,215,2026-05-21,728.7774107423073,Не оплачен
1508,16,2026-04-23,639.404462399701,Не оплачен
1509,488,2026-05-12,629.852804313593,Не оплачен
1510,939,2026-03-16,129.2528743332444,Не оплачен
1511,123,2026-05-19,438.7730035090409,Оплачен
1512,596,2026-02-25,281.8134178744515,Не оплачен
1513,146,2026-03-20,699.7901552824592,Оплачен
1514,30,2026-02-20,510.22644464921984,Не оплачен
1515,232,2026-02-08,226.29126988035728,Не оплачен
1516,535,2026-03-18,489.96042073366596,Не оплачен
1517,932,2026-05-10,132.27002277793383,Оплачен
1518,199,2026-05-26,394.5034672620338,Не оплачен
1519,40,2026-04-25,500.26697551972933,Оплачен
1520,714,2026-02-05,371.41765306567896,Не оплачен
1521,476,2026-03-26,236.70545332723304,Оплачен
1522,373,2026-01-08,377.73192490547626,Не оплачен
1523,1178,2026-04-24,752.2388673416605,Не оплачен
1524,467,2026-02-12,271.1338243208969,Не оплачен
1525,407,2026-05-11,541.0780944009307,Оплачен
1526,256,2026-01-22,878.3201230623357,Оплачен
1527,477,2026-05-06,407.6052665733286,Не оплачен
1528,1162,2026-02-25,384.4645611480786,Оплачен
1529,1057,2026-01-04,276.4485101057634,Не оплачен
1530,1065,2026-04-02,546.1728908933609,Оплачен
1531,687,2026-02-22,787.5726662479896,Оплачен
1532,485,2026-02-07,142.12468935431332,Не оплачен
1533,854,2026-02-11,712.2851783421703,Оплачен
1534,919,2026-05-12,978.2890071093625,Оплачен
1535,402,2026-03-19,253.1657014793603,Оплачен
1536,719,2026-05-28,356.00313709098344,Оплачен
1537,127,2026-04-18,840.855542151056,Оплачен
1538,1075,2026-05-03,556.4946419080029,Оплачен
1539,1166,2026-03-01,507.5667725336745,Не оплачен
1540,54,2026-03-05,974.5596685521256,Оплачен
1541,251,2026-05-22,270.0520039943185,Оплачен
1542,1136,2026-04-03,371.10476946328987,Не оплачен
1543,262,2026-01-03,255.43204787978883,Не оплачен
1544,464,2026-02-12,186.54829047189907,Не оплачен
1545,319,2026-04-29,165.88441334933742,Не оплачен
1546,467,2026-02-27,939.6754823861484,Оплачен
1547,256,2026-03-15,827.5038784313404,Не оплачен
1548,225,2026-01-09,721.8281646635484,Не оплачен
1549,824,2026-05-24,505.67247951757673,Не оплачен
1550,480,2026-02-04,572.6818584178156,Не оплачен
1551,563,2026-03-23,671.4091050553274,Оплачен
1552,174,2026-04-29,881.8382185599905,Оплачен
1553,723,2026-02-23,364.2514327123534,Не оплачен
1554,152,2026-02-28,650.5336049091244,Не оплачен
1555,1086,2026-01-28,872.8047069740513,Не оплачен
1556,878,2026-04-29,571.4768717472255,Не оплачен
1557,32,2026-01-06,706.6466460885339,Оплачен
1558,803,2026-04-22,762.2056979461427,Оплачен
1559,871,2026-03-12,746.159768682962,Оплачен
1560,775,2026-01-12,723.7361891161821,Оплачен
1561,513,2026-05-14,110.04747503181805,Оплачен
1562,828,2026-05-25,804.9342764298541,Оплачен
1563,268,2026-05-27,552.4611972199225,Не оплачен
1564,685,2026-02-17,832.6486678431925,Оплачен
1565,662,2026-04-05,863.2124317282708,Не оплачен
1566,271,2026-01-09,991.9155166546116,Не оплачен
1567,907,2026-01-08,774.3562238791718,Оплачен
1568,806,2026-05-16,924.8882698968188,Оплачен
1569,440,2026-01-10,130.30771090389095,Не оплачен
1570,140,2026-01-22,495.0822800024028,Не оплачен
1571,208,2026-05-28,445.4489417288405,Оплачен
1572,355,2026-01-05,667.9025748300725,Оплачен
1573,1179,2026-04-26,639.5352863981722,Оплачен
1574,731,2026-03-23,279.8667859848306,Оплачен
1575,297,2026-03-11,540.1367234558436,Оплачен
1576,515,2026-04-09,317.25139778626965,Оплачен
1577,675,2026-03-28,784.7826535971727,Оплачен
1578,1116,2026-05-17,933.5718549277167,Не оплачен
1579,1011,2026-02-15,802.4353494728241,Оплачен
1580,244,2026-03-27,625.7755829753796,Оплачен
1581,677,2026-05-07,330.4294855183764,Оплачен
1582,70,2026-03-26,539.1127207507263,Не оплачен
1583,251,2026-03-12,865.6727986163123,Оплачен
1584,255,2026-04-06,915.8525873171554,Не оплачен
1585,770,2026-05-15,722.2911069069664,Оплачен
1586,659,2026-05-21,151.51214318526527,Оплачен
1587,463,2026-02-22,337.19645370961643,Не оплачен
1588,262,2026-05-10,962.3222608951314,Оплачен
1589,662,2026-05-28,171.77182894907025,Оплачен
1590,1013,2026-03-29,360.4020847632489,Оплачен
1591,476,2026-01-06,498.39711995895533,Не оплачен
1592,669,2026-02-14,550.3124441346868,Не оплачен
1593,402,2026-02-15,962.2820333697334,Оплачен
1594,511,2026-02-28,289.1521736338202,Не оплачен
1595,194,2026-05-09,690.5045081376909,Оплачен
1596,293,2026-05-29,176.52738748532008,Не оплачен
1597,251,2026-01-11,903.7337183695929,Оплачен
1598,10,2026-05-02,360.80465656580776,Оплачен
1599,422,2026-01-30,576.522583307182,Не оплачен
1600,262,2026-04-02,122.55464305693128,Оплачен
1601,999,2026-01-11,989.7455197884403,Оплачен
1602,428,2026-01-31,630.4589684501116,Оплачен
1603,427,2026-02-15,669.6143413255883,Оплачен
1604,402,2026-01-31,408.3301475693135,Оплачен
1605,93,2026-03-13,539.8287071752611,Не оплачен
1606,699,2026-04-19,920.5844795381192,Не оплачен
1607,226,2026-03-03,587.2551079685331,Не оплачен
1608,327,2026-02-03,268.00045162490494,Не оплачен
1609,689,2026-04-26,418.16780739466475,Оплачен
1610,60,2026-04-16,954.354190127924,Не оплачен
1611,351,2026-01-27,941.2173805765468,Оплачен
1612,341,2026-03-25,720.4205257750282,Оплачен
1613,822,2026-05-08,411.0337335754443,Не оплачен
1614,63,2026-01-25,830.3652937132742,Не оплачен
1615,830,2026-05-25,100.46099275631587,Не оплачен
1616,359,2026-01-19,989.6650840629873,Оплачен
1617,142,2026-01-20,164.91032862169794,Оплачен
1618,401,2026-05-07,242.79885900050797,Не оплачен
1619,1007,2026-01-17,149.01386986396741,Оплачен
1620,531,2026-05-08,103.11367540226173,Не оплачен
1621,466,2026-05-05,264.0149559632379,Не оплачен
1622,298,2026-02-19,531.3757839391888,Не оплачен
1623,704,2026-05-15,921.5770377240294,Не оплачен
1624,641,2026-04-18,189.1513297762674,Оплачен
1625,79,2026-03-14,567.8133722867005,Оплачен
1626,235,2026-01-02,650.1452429352961,Не оплачен
1627,975,2026-02-18,941.9051161765999,Оплачен
1628,95,2026-05-08,802.078769644296,Не оплачен
1629,132,2026-01-31,165.3365225185415,Не оплачен
1630,122,2026-04-19,410.52553330146975,Оплачен
1631,565,2026-02-17,786.1744832619858,Не оплачен
1632,1200,2026-03-13,989.7251616117503,Не оплачен
1633,28,2026-01-21,589.6855096598144,Оплачен
1634,290,2026-01-03,484.1802929358689,Не оплачен
1635,376,2026-03-26,380.28797573650337,Не оплачен
1636,684,2026-02-07,657.4346470525597,Не оплачен
1637,626,2026-05-24,598.1314481595689,Не оплачен
1638,785,2026-01-18,768.5705242753461,Оплачен
1639,121,2026-03-16,689.5621120559567,Оплачен
1640,499,2026-03-24,733.6722233365456,Оплачен
1641,1174,2026-04-13,679.7717636011174,Оплачен
1642,972,2026-04-19,529.3631915774141,Не оплачен
1643,19,2026-04-19,385.5214982300493,Оплачен
1644,727,2026-04-10,427.88206878519026,Оплачен
1645,1026,2026-02-27,567.2815313552693,Не оплачен
1646,603,2026-01-26,957.659026206756,Оплачен
1647,19,2026-01-28,124.66596919140945,Оплачен
1648,1124,2026-05-12,747.0468556782141,Оплачен
1649,683,2026-05-14,998.2342782260669,Оплачен
1650,747,2026-02-10,170.18114346493286,Не оплачен
1651,1128,2026-01-06,936.1790985943024,Оплачен
1652,354,2026-02-21,915.8960038356215,Не оплачен
1653,861,2026-02-24,180.91965876520834,Не оплачен
1654,70,2026-03-12,710.355579329997,Оплачен
1655,797,2026-04-01,845.2980208602585,Оплачен
1656,705,2026-01-11,939.4915131878291,Оплачен
1657,494,2026-01-21,939.3810594244303,Не оплачен
1658,374,2026-01-07,732.998579693149,Оплачен
1659,569,2026-05-22,442.614807568579,Оплачен
1660,212,2026-05-10,164.56210834178432,Не оплачен
1661,687,2026-04-24,296.90754844323163,Не оплачен
1662,866,2026-01-21,451.2163385882346,Не оплачен
1663,102,2026-01-01,906.401759459314,Оплачен
1664,858,2026-02-07,320.92566412891756,Не оплачен
1665,108,2026-03-29,499.4416111032739,Не оплачен
1666,460,2026-02-16,819.8964076344472,Не оплачен
1667,421,2026-01-30,454.15297007118414,Не оплачен
1668,157,2026-01-14,342.42367613498413,Оплачен
1669,837,2026-02-18,611.3373469141256,Оплачен
1670,139,2026-01-30,740.4715660573967,Оплачен
1671,879,2026-02-21,855.2380607928256,Не оплачен
1672,1059,2026-04-18,148.75353421481555,Оплачен
1673,822,2026-02-16,296.4024398871838,Оплачен
1674,46,2026-01-28,283.5552271314455,Оплачен
1675,708,2026-03-22,409.78952363106464,Оплачен
1676,61,2026-03-18,828.460861744002,Оплачен
1677,785,2026-02-23,247.829123837583,Оплачен
1678,555,2026-05-17,140.8488804617529,Не оплачен
1679,537,2026-01-09,333.5114891196598,Не оплачен
1680,340,2026-04-13,825.677857434654,Не оплачен
1681,1176,2026-02-16,243.238740366673,Оплачен
1682,1037,2026-04-21,737.7623190910492,Оплачен
1683,814,2026-01-13,948.8224314266021,Оплачен
1684,204,2026-01-03,464.1646263053894,Оплачен
1685,650,2026-02-10,275.9916814156018,Оплачен
1686,549,2026-03-08,501.29436522569335,Оплачен
1687,255,2026-01-17,841.4484958029863,Оплачен
1688,994,2026-04-13,658.6785852339468,Оплачен
1689,443,2026-05-27,685.008410200163,Оплачен
1690,739,2026-01-27,412.2752564516453,Оплачен
1691,30,2026-04-03,126.4601235168999,Не оплачен
1692,807,2026-04-15,458.8319389318864,Не оплачен
1693,860,2026-04-06,588.1865506677116,Не оплачен
1694,1108,2026-04-30,229.4091352895807,Оплачен
1695,667,2026-02-03,264.170303982705,Оплачен
1696,1002,2026-03-04,720.1400665020858,Оплачен
1697,211,2026-03-07,301.956505158484,Не оплачен
1698,569,2026-04-06,849.980014050553,Не оплачен
1699,198,2026-01-01,512.9536410633106,Не оплачен
1700,77,2026-04-20,983.5878823375308,Не оплачен
1701,1200,2026-04-30,205.42561358996966,Не оплачен
1702,77,2026-04-26,880.1178611120938,Не оплачен
1703,1044,2026-04-17,201.96138528943214,Не оплачен
1704,969,2026-04-20,507.56002121284513,Не оплачен
1705,491,2026-02-25,471.4996413678028,Не оплачен
1706,421,2026-05-21,656.0766864033488,Не оплачен
1707,747,2026-04-27,195.10780100781983,Оплачен
1708,731,2026-05-29,926.4287145512651,Не оплачен
1709,101,2026-05-02,351.70823482878603,Не оплачен
1710,695,2026-01-01,339.0434346554433,Оплачен
1711,350,2026-02-02,225.9051308743147,Оплачен
1712,912,2026-02-09,700.4479379252069,Оплачен
1713,1175,2026-04-05,465.5593313674634,Не оплачен
1714,764,2026-05-19,428.79840282616226,Оплачен
1715,375,2026-01-28,324.7931603856532,Не оплачен
1716,1145,2026-03-03,646.159090862093,Не оплачен
1717,1147,2026-03-23,553.8995485509249,Оплачен
1718,334,2026-04-20,460.9003875416214,Оплачен
1719,498,2026-05-01,181.59913176643306,Оплачен
1720,82,2026-02-25,422.84264889425435,Оплачен
1721,638,2026-01-26,850.8293549435155,Оплачен
1722,770,2026-04-12,363.30981433757916,Оплачен
1723,1124,2026-05-23,806.109747252203,Оплачен
1724,778,2026-02-11,121.4064895902256,Оплачен
1725,991,2026-05-03,637.3389681751763,Оплачен
1726,718,2026-04-17,849.5911625716694,Не оплачен
1727,1059,2026-03-14,470.09144595805026,Не оплачен
1728,129,2026-04-12,840.5350939017014,Оплачен
1729,850,2026-01-09,286.3666084947588,Оплачен
1730,101,2026-02-28,128.83651277874714,Не оплачен
1731,1064,2026-03-22,130.8375588855929,Оплачен
1732,159,2026-05-26,139.09885108793958,Не оплачен
1733,34,2026-02-14,561.4197980091649,Оплачен
1734,552,2026-01-24,643.7091342052754,Оплачен
